key,country,classification,common_name_french_CM_doc,common_name_english_CM_doc,scientific_name_CM_doc,scientific_name_CM_final,category,common_name_french_wikipedia,common_name_french_IUCN,Fr_common_name_display_CM_final,common_name_prov,comment,scientific_name_label,document_title,date_of_law,source_document,source_type,source_link,source_accessed
1,CM,A,Anomalure de Beecroft,Beecroft's flying squirrel,Anomalurops beecrofti,Anomalurus beecrofti,LC,"Anomalure de Beecroft, Écureuil volant de Beecroft","Anamolure De Beecroft, Écureuil Volant De Beecroft",Anomalure de Beecroft,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
2,CM,A,Caracal,Caracal,Felis caracal,Caracal caracal,LC,Caracal,Lynx Du Désert,Lynx Du Désert,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
3,CM,A,Cercocèbe agile,Agile mangabey,Cercocebus agilis,Cercocebus agilis,LC,,Mangabé agile,Mangabé agile,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
4,CM,A,Cercopithèque de brazza,De Brazza's Monkey,Cercopithecus neglectus,Cercopithecus neglectus,LC,"Cercopithèque de Brazza, singe de Brazza",Cercopithèque de Brazza,Cercopithèque de Brazza,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
5,CM,A,Cercopithèque de l'Hoest,Hoest Monkey,Cercopithecus l'hoesti,Allochrocebus lhoesti,VU,Cercopithèque de l'Hœst,Cercopithèque de l'Hoest,Cercopithèque de l'Hoest,IUCN,"by IUCN, also re-classified in 2013",Not extant in country && Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
6,CM,A,Cercopithèque de Preuss,"Preuss's Guenon, Preuss's Monkey, Preusss Monkey",Cercopithecus preussi,Allochrocebus preussi,EN,,Cercopithèque de Preuss,Cercopithèque de Preuss,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
7,CM,A,"Chat Doré, Chat Doré Africain","African Golden Cat, Golden Cat",Felis aurata,Caracal aurata,VU,chat doré africain,"Chat doré, Chat doré Africain",Chat doré Africain,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
8,CM,A,Chevrotain aquatique,Water chevrotain,Hyemoschus aquaticus,Hyemoschus aquaticus,LC,Chevrotain aquatique,Chevrotain aquatique,Chevrotain aquatique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
9,CM,A,Chimpanzé,Chimpanzee,Pan troglodytus,Pan troglodytes ssp. ellioti,EN,Chimpanzé du Nigeria,N/A,Chimpanzé du Nigeria,FrWiki,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
10,CM,A,Chimpanzé,Chimpanzee,Pan troglodytus,Pan troglodytes ssp. troglodytes,EN,"Chimpanzé central, Chimpanzé d'Afrique centrale, Tschego",N/A,Chimpanzé central,FrWiki,,Additional species or subspecies extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
11,CM,A,Colobe à manteau blanc,Eastern balck and white colobus,Colobus guereza,Colobus guereza,LC,"Colobe guéréza, guéréza du Kilimandjaro","Colobe de l'Abyssinie, Colobe guéréza, Colobe à épaules blanches",Colobe de l'Abyssinie,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
12,CM,A,Colobe noir,Black colobus,Colobus satanas,Colobus satanas ssp. anthracinus,VU,,"Colobe satan, Colobe noir",Colobe noir,IUCN,"by IUCN, the remaining, nominate subspecies Colobus satanas satanas not extant in CMR",Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
13,CM,A,Damalisque,"Topi, Tsessebe",Damaliscus lunatus korrigum.,Damaliscus lunatus ssp. korrigum,LC,"Sassabi, Tsessebe","Damalisque, Korrigum, Sassaby, Topi",Damalisque,IUCN,"by IUCN, only the subspecies korrigum (EN) is extant in CMR; jimela, lunatus, superstes, tiang, and topi are not",Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
14,CM,A,Drill,Drill,Mandrillus leucophaeus,Mandrillus leucophaeus,EN,,Drill,Drill,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
15,CM,A,Éléphant de forêt d'Afrique,African Forest Elephant,Loxodonta cyclotis,Loxodonta cyclotis,CR,Éléphant de forêt d'Afrique,Éléphant de forêt,Éléphant de forêt,IUCN,"From entry in National Law: ""protection classed by tusk size""",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
16,CM,A,Éléphant de savane d'Afrique,African Bush Elephant,Loxodonta africana,Loxodonta africana,EN,Éléphant de savane d'Afrique,"Éléphant Africain, Éléphant d'Afrique",Éléphant Africain,IUCN,"From entry in National Law: ""protection classed by tusk size""",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
17,CM,A,Galago d'Allen,Allen's bush baby,Galago alleni,Sciurocheirus alleni,NT,Galago d'Allen,Galago d'Allen,Galago d'Allen,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
18,CM,A,Gazelle à front roux,Red-fronted gazelle,Gazella rufifrons / Eudorcas rufifrons ?,Eudorcas rufifrons,VU,Gazelle à front roux,N/A,Gazelle à front roux,FrWiki,"by IUCN, Gazella rufifrons may apply to either Eudorcas rufifrons or Eudorcas tilonura, bot only the former is extant in CMR",Resolved from multiple species names,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
19,CM,A,Girafe,Giraffe,Giraffa camelopardalis,Giraffa camelopardalis,VU,Girafe,Girafe,Girafe,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
20,CM,A,Gorille,Gorilla,Gorilla gorilla,Gorilla gorilla ssp. gorilla,CR,"Gorille des plaines de l’Ouest, gorille des plaines occidentales",N/A,Gorille des plaines de l'Ouest,FrWiki,"by IUCN, both the nominate and diehli subspecies are extant in CM",Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
21,CM,A,Gorille,Gorilla,Gorilla gorilla,Gorilla gorilla ssp. diehli,CR,Gorille de la rivière Cross,N/A,Gorille de la rivière Cross,FrWiki,"by IUCN, both the nominate and diehli subspecies are extant in CM",Additional species or subspecies extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
22,CM,A,Guépard,"Cheetah, Hunting Leopard",Ancinonyx jubatus,Acinonyx jubatus,VU,guépard,Guépard,Guépard,IUCN,"by IUCN, extinct in CM, no date given",Extinct in country && Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
23,CM,A,Hippopotame,"Common Hippopotamus, Hippopotamus",Hippopotamus amphibius,Hippopotamus amphibius,VU,"Hippopotame amphibie, Hippopotame commun",Hippopotame,Hippopotame,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
24,CM,A,"Lion d'Afrique, Lion","African Lion, Lion",Panthera leo,Panthera leo,VU,Lion,Lion d'Afrique,Lion d'Afrique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
25,CM,A,Lycaon,"African Wild Dog, Cape Hunting Dog, Painted",Lycaon pictus,Lycaon pictus,EN,,"Cynhyene, Loup-peint, Lycaon",Lycaon,IUCN,"by IUCN, extinct in CM",Extinct in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
26,CM,A,Mandrill,Mandrill,Mandrillus sphinx,Mandrillus sphinx,NT,Mandrill,Mandrill,Mandrill,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
27,CM,A,Mangabey Couronné,White-collared Mangabey,Cercocebus torquatus,Cercocebus torquatus,EN,,"Cercocèbe à collier blanc, Mangabey enfumé, Mangabey à collier blanc",Mangabey à collier blanc,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
28,CM,A,Moustac à Oreilles Rouges,Red-eared Guenon,Cercopithecus erythrotis,Cercopithecus erythrotis ssp. camerunensis,VU,N/A,N/A,Moustac à oreilles rouges,National Species Law,"by IUCN, nominate is not extant in CM, but ssp. camerunensis is",Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
29,CM,A,Oryctérope,Aadwark,Orycteropus afer,Orycteropus afer,LC,Oryctérope du Cap,Oryctérope,Oryctérope,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
30,CM,A,"Pangolin à ecailles tricuspides, Pangolin Commun","African White-bellied Pangolin, White-bellied Pangolin","Phataginus tricuspis

Manis tricuspis",Phataginus tricuspis,EN,,"Pangolin commun, Pangolin à écailles tricuspides, Tricuspide",Pangolin commun,IUCN,,Resolved from multiple species names,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
31,CM,A,"Pangolin à Longue Queue, Pangolin Tétradactyle","Black-bellied Pangolin, Long-tailed Pangolin, Tree Pangolin","Uromanis tetradactyla (A.V)

Manis tetradactyla",Phataginus tetradactyla,VU,Pangolin à longue queue,"Pangolin tétradactyle, Pangolin à longue queue, pangolin tétradactyle, pangolin à longue queue",Pangolin à longue queue,IUCN,"By IUCN, species was previously listed under genus Uromanis",Resolved from multiple species names,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
32,CM,A,"Pangolin Géant, Grand Pangolin","Giant Ground Pangolin, Giant Pangolin",Smutsia gigantea,Smutsia gigantea,EN,Pangolin géant,"Grand pangolin, Pangolin géant",Pangolin géant,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
33,CM,A,"Panthère, Léopard",Leopard,Panthera pardus,Panthera pardus,VU,"Léopard, Panthère","Léopard, Panthère",Léopard,IUCN,"by IUCN, 'all continental African Leopards attributable to the nominate form'. However, there is no IUCN page for Panthera pardus ssp. pardus, so keeping original form",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
34,CM,A,Potto de Bosman,Potto gibbon,Perodicticus potto,Perodicticus potto,NT,Potto de Bosman,Poto de Bosman,Poto de Bosman,IUCN,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
35,CM,A,Potto de Calabar,Angwantibo,Aretocebus calabarensis,Arctocebus calabarensis,NT,"Angwantibo du Nord, Arctocèbe de Calabar, Potto de Calabar","Arctocèbe, Potto de Calabar",Potto de Calabar,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
36,CM,A,Redunca de montagnes,Mountain reebuck,Redunca fulvorufula,Redunca fulvorufula ssp. adamauae,EN,"Cobe de montagne, Redunca de montagne",Redunca de montagne,Redunca de montagne,IUCN,"by IUCN, only ssp. adamauae is extant in CMR",Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
37,CM,A,Rhinoceros Noir,"Black Rhinoceros, Hook-lipped rhinoceros",Diceros Bicornis,Diceros bicornis,CR,Rhinocéros noir,Rhinocéros noir,Rhinocéros noir,IUCN,"by IUCN, extinct in CM (EX 2011); ssp. longipes was subspecies in question",Extinct in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
38,CM,A,Zorille commun,Striped pole cate,Ictonyx striatus,Ictonyx striatus,LC,,Zorille commun,Zorille commun,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
39,CM,A,Baleine à Bosse,Humback Whale,Megaptera Novaengliae,Megaptera novaeangliae,LC,"Baleine à bosse, mégaptère, jubarte, rorqual à bosse","Baleine à bosse, Jubarte, Mégaptère",Baleine à bosse,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
40,CM,A,Dauphin à Bosse Atlantique,Atlantic Humpacked Dolphin,Sousa teuszii,Sousa teuszii,CR,,"Dauphin Du Cameroun, Dauphin a bosse de l'Atlantique, Dauphin À Bosse De L'Atlantique",Dauphin à bosse de l'Atlantique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
41,CM,A,Dauphin commun,Short-beaked common dolphin,Delphinus delphis,Delphinus delphis,LC,,Dauphin commun,Dauphin commun,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
42,CM,A,Grand cachalot,Sperm whale,Physeter macrocephalus,Physeter macrocephalus,VU,,Cachalot,Cachalot,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
43,CM,A,Lamantin d'Afrique,"African Manatee, Sea Cow, West African Manatee",Trichechus senegalensis,Trichechus senegalensis,VU,Lamantin d'Afrique,Lamantin d'Afrique,Lamantin d'Afrique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
44,CM,A,Loutre à Joues Blanches,"African Clawless Otter, Cape Clawless Otter",Aonyx capensis microdon,Aonyx capensis,NT,,Loutre à joues blanches,Loutre à joues blanches,IUCN,IUCN does not recognize ssp. microdon but see this note from CITES,Refined from subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
45,CM,A,Aigle impérial,Eastern Imperial Eagle,Aquilia heliaca,Aquila heliaca,VU,,Aigle impérial,Aigle impérial,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
46,CM,A,Aigle ravisseur,Tawny Eagle,Aquila rapase,Aquila rapax,VU,Aigle ravisseur,Aigle ravisseur,Aigle ravisseur,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
47,CM,A,Apalis de Bamenda,Bamenda Apalis,Apalis bamendae,Apalis bamendae,LC,,Apalis de Bamenda,Apalis de Bamenda,IUCN,Also listed in Class B,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
48,CM,A,Autruche d'Afrique,Ostrich,Struthio camelus,Struthio camelus,LC,Autruche d'Afrique,N/A,Autruche d'Afrique,FrWiki,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
49,CM,A,Bateleur d'Afrique,Bateleur,Terathopius acaudatus,Terathopius ecaudatus,EN,,Aigle bateleur,Aigle bateleur,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
50,CM,A,Bécassine double,Great Snipe,Gallinago media,Gallinago media,NT,,Bécassine double,Bécassine double,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
51,CM,A,Bec-en-ciseaux d'Afrique,African Skimmer,Rynchops flavirostris,Rynchops flavirostris,LC,,"Bec-en-ciseau d'Afrique, Bec-en-ciseaux d'Afrique",Bec-en-ciseaux d'Afrique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
52,CM,A,Bec-en-sabot du Nil,Shoebill,Balaeniceps rex,Balaeniceps rex,VU,Bec-en-sabot du Nil,Bec-en-sabot,Bec-en-sabot,IUCN,,Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
53,CM,A,Bouscarle de Bangwa,Bangwa forest Warbler,Bradypterus bangwaensis,Bradypterus bangwaensis,LC,,Fauvette brune du Cameroun,Fauvette brune du Cameroun,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
54,CM,A,Bouscarle géant,Dja river Warbler,Bradypterus grandis,Bradypterus grandis,NT,,Bouscarle du Dja,Bouscarle du Dja,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
55,CM,A,Bulbul à ventre jaune,Grey -headed Greenbul,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,LC,,Bulbul à ventre jaune,Bulbul à ventre jaune,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
56,CM,A,Bulbul concolore,Cameroon Montane Greenbul,Andropadus montanus,Arizelocichla montana,LC,,Bulbul concolore,Bulbul concolore,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
57,CM,A,Buzard pâle,Pallid Harrier,Circus macrourus,Circus macrourus,NT,,Busard pâle,Busard pâle,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
58,CM,A,Calao à casque jaune,Yellow-casqued Hornbill,Ceratogymna elata,Ceratogymna elata,VU,,Calao à casque jaune,Calao à casque jaune,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
59,CM,A,Cigogne blanche,White stork,Cinonia ciconia,Ciconia ciconia,LC,Cigogne blanche,Cigogne blanche,Cigogne blanche,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
60,CM,A,Cigogne noire,Black stork,Ciconia nigra,Ciconia nigra,LC,Cigogne noire,Cigogne noire,Cigogne noire,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
61,CM,A,Cisiticole de Dorst,Dorst's Cisticola,Cisticola dorsti,Cisticola dorsti,LC,,Cisticole de Dorst,Cisticole de Dorst,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
62,CM,A,Echenilleur Loriot,Eastern Wattled Cuckoo-Shrike,Lobotos oriolinus,Lobotos oriolinus,DD,,Echenilleur loriot,Echenilleur loriot,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
63,CM,A,Engoulevent de Prigogine,Prigogine's Nightjar,Caprimulgus prigoginei,Caprimulgus prigoginei,EN,,Engoulevent de Prigogine,Engoulevent de Prigogine,IUCN,"by IUCN, there have been speculative audio recordings but unsubstantiated",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
64,CM,A,Faucon de Barbarie,Barbary Falcon,Falco peregrinoides,Falco peregrinus,LC,Faucon pèlerin,N/A,Faucon pèlerin,FrWiki,,Typo && Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
65,CM,A,Flaman rose,Greater Flamingo,Phoenicopterus ruber,Phoenicopterus ruber,LC,Flamant rose,N/A,Flamant rose,FrWiki,"by IUCN, intended species may be Phoenicopterus roseus",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
66,CM,A,Flamant nain,Lesser Flamingo,Phoeniconaias minor,Phoeniconaias minor,NT,,"Flamant nain, Petit flamant",Flamant nain,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
67,CM,A,Fou du Cap,Cape Gannet,Sula capensis,Morus capensis,EN,,Fou du Cap,Fou du Cap,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
68,CM,A,Francolin du Mont Cameroun,Mount Cameroon Francolin,Francolinus camerunensis,Pternistis camerunensis,EN,Francolin du Cameroun,Francolin du Mont Cameroun,Francolin du Mont Cameroun,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
